,2,3,4,1,0
1,16.412212704133324,20.289883318759415,37.31353972203917,,
2,15.877080361115237,,,26.27752002647949,6.6238019422238095
3,15.859432220596815,19.319943570257184,,,6.688116403485829
4,16.719318326116124,19.764007743428056,,,7.730203470347168
5,14.64439072047694,18.768322630422873,,,6.813994657907065
